OrdreOrig;Stimulus;Sequence;Liste tournante 5;Liste tournante 4
272;Adrien_k2-8bands-fc-128-NoiseCarrier.wav;Adrien_k2;1;3
273;Adrien_k2-12bands-fc-128-NoiseCarrier.wav;Adrien_k2;2;1
274;Adrien_k2-16bands-fc-128-NoiseCarrier.wav;Adrien_k2;3;2
275;Adrien_k2-22bands-fc-128-NoiseCarrier.wav;Adrien_k2;4;3
276;Adrien_ku-4bands-fc-128-NoiseCarrier.wav;Adrien_ku;1;4
277;Adrien_ku-8bands-fc-128-NoiseCarrier.wav;Adrien_ku;2;2
278;Adrien_ku-12bands-fc-128-NoiseCarrier.wav;Adrien_ku;3;3
279;Adrien_ku-16bands-fc-128-NoiseCarrier.wav;Adrien_ku;4;4
280;Adrien_ku-22bands-fc-128-NoiseCarrier.wav;Adrien_ku;5;1
281;Adrien_ko1-4bands-fc-128-NoiseCarrier.wav;Adrien_ko1;2;3
282;Adrien_ko1-8bands-fc-128-NoiseCarrier.wav;Adrien_ko1;3;4
283;Adrien_ko1-12bands-fc-128-NoiseCarrier.wav;Adrien_ko1;4;1
284;Adrien_ko1-16bands-fc-128-NoiseCarrier.wav;Adrien_ko1;5;2
285;Adrien_ko1-22bands-fc-128-NoiseCarrier.wav;Adrien_ko1;1;4
286;Adrien_ka~-4bands-fc-128-NoiseCarrier.wav;Adrien_ka~;3;1
287;Adrien_ka~-8bands-fc-128-NoiseCarrier.wav;Adrien_ka~;4;2
288;Adrien_ka~-12bands-fc-128-NoiseCarrier.wav;Adrien_ka~;5;3
289;Adrien_ka~-16bands-fc-128-NoiseCarrier.wav;Adrien_ka~;1;1
290;Adrien_ka~-22bands-fc-128-NoiseCarrier.wav;Adrien_ka~;2;2
291;Adrien_ko~-4bands-fc-128-NoiseCarrier.wav;Adrien_ko~;4;3
292;Adrien_ko~-8bands-fc-128-NoiseCarrier.wav;Adrien_ko~;5;4
293;Adrien_ko~-12bands-fc-128-NoiseCarrier.wav;Adrien_ko~;1;2
294;Adrien_ko~-16bands-fc-128-NoiseCarrier.wav;Adrien_ko~;2;3
295;Adrien_ko~-22bands-fc-128-NoiseCarrier.wav;Adrien_ko~;3;4
296;Adrien_ke~-4bands-fc-128-NoiseCarrier.wav;Adrien_ke~;5;1
297;Adrien_ke~-8bands-fc-128-NoiseCarrier.wav;Adrien_ke~;1;3
298;Adrien_ke~-12bands-fc-128-NoiseCarrier.wav;Adrien_ke~;2;4
299;Adrien_ke~-16bands-fc-128-NoiseCarrier.wav;Adrien_ke~;3;1
300;Adrien_ke~-22bands-fc-128-NoiseCarrier.wav;Adrien_ke~;4;2
301;Adrien_mi-4bands-fc-128-NoiseCarrier.wav;Adrien_mi;1;4
302;Adrien_mi-8bands-fc-128-NoiseCarrier.wav;Adrien_mi;2;1
303;Adrien_mi-12bands-fc-128-NoiseCarrier.wav;Adrien_mi;3;2
304;Adrien_mi-16bands-fc-128-NoiseCarrier.wav;Adrien_mi;4;3
305;Adrien_mi-22bands-fc-128-NoiseCarrier.wav;Adrien_mi;5;1
306;Adrien_me-4bands-fc-128-NoiseCarrier.wav;Adrien_me;2;2
307;Adrien_me-8bands-fc-128-NoiseCarrier.wav;Adrien_me;3;3
308;Adrien_me-12bands-fc-128-NoiseCarrier.wav;Adrien_me;4;4
309;Adrien_me-16bands-fc-128-NoiseCarrier.wav;Adrien_me;5;2
310;Adrien_me-22bands-fc-128-NoiseCarrier.wav;Adrien_me;1;3
311;Adrien_ma-4bands-fc-128-NoiseCarrier.wav;Adrien_ma;3;4
312;Adrien_ma-8bands-fc-128-NoiseCarrier.wav;Adrien_ma;4;1
313;Adrien_ma-12bands-fc-128-NoiseCarrier.wav;Adrien_ma;5;3
314;Adrien_ma-16bands-fc-128-NoiseCarrier.wav;Adrien_ma;1;4
315;Adrien_ma-22bands-fc-128-NoiseCarrier.wav;Adrien_ma;2;1
316;Adrien_my-4bands-fc-128-NoiseCarrier.wav;Adrien_my;4;2
317;Adrien_my-8bands-fc-128-NoiseCarrier.wav;Adrien_my;5;4
318;Adrien_my-12bands-fc-128-NoiseCarrier.wav;Adrien_my;1;1
319;Adrien_my-16bands-fc-128-NoiseCarrier.wav;Adrien_my;2;2
320;Adrien_my-22bands-fc-128-NoiseCarrier.wav;Adrien_my;3;3
321;Adrien_m2-4bands-fc-128-NoiseCarrier.wav;Adrien_m2;5;1
322;Adrien_m2-8bands-fc-128-NoiseCarrier.wav;Adrien_m2;1;2
323;Adrien_m2-12bands-fc-128-NoiseCarrier.wav;Adrien_m2;2;3
324;Adrien_m2-16bands-fc-128-NoiseCarrier.wav;Adrien_m2;3;4
325;Adrien_m2-22bands-fc-128-NoiseCarrier.wav;Adrien_m2;4;2
326;Adrien_mu-4bands-fc-128-NoiseCarrier.wav;Adrien_mu;1;3
327;Adrien_mu-8bands-fc-128-NoiseCarrier.wav;Adrien_mu;2;4
328;Adrien_mu-12bands-fc-128-NoiseCarrier.wav;Adrien_mu;3;1
329;Adrien_mu-16bands-fc-128-NoiseCarrier.wav;Adrien_mu;4;3
330;Adrien_mu-22bands-fc-128-NoiseCarrier.wav;Adrien_mu;5;4
331;Adrien_mo-4bands-fc-128-NoiseCarrier.wav;Adrien_mo;2;1
332;Adrien_mo-8bands-fc-128-NoiseCarrier.wav;Adrien_mo;3;2
333;Adrien_mo-12bands-fc-128-NoiseCarrier.wav;Adrien_mo;4;4
334;Adrien_mo-16bands-fc-128-NoiseCarrier.wav;Adrien_mo;5;1
335;Adrien_mo-22bands-fc-128-NoiseCarrier.wav;Adrien_mo;1;2
336;Adrien_ma~-4bands-fc-128-NoiseCarrier.wav;Adrien_ma~;3;3
337;Adrien_ma~-8bands-fc-128-NoiseCarrier.wav;Adrien_ma~;4;1
338;Adrien_ma~-12bands-fc-128-NoiseCarrier.wav;Adrien_ma~;5;2
339;Adrien_ma~-16bands-fc-128-NoiseCarrier.wav;Adrien_ma~;1;3
340;Adrien_ma~-22bands-fc-128-NoiseCarrier.wav;Adrien_ma~;2;4
341;Adrien_mo~-4bands-fc-128-NoiseCarrier.wav;Adrien_mo~;4;2
342;Adrien_mo~-8bands-fc-128-NoiseCarrier.wav;Adrien_mo~;5;3
343;Adrien_mo~-12bands-fc-128-NoiseCarrier.wav;Adrien_mo~;1;4
344;Adrien_mo~-16bands-fc-128-NoiseCarrier.wav;Adrien_mo~;2;1
345;Adrien_mo~-22bands-fc-128-NoiseCarrier.wav;Adrien_mo~;3;3
346;Adrien_me~-4bands-fc-128-NoiseCarrier.wav;Adrien_me~;5;4
347;Adrien_me~-8bands-fc-128-NoiseCarrier.wav;Adrien_me~;1;1
348;Adrien_me~-12bands-fc-128-NoiseCarrier.wav;Adrien_me~;2;2
349;Adrien_me~-16bands-fc-128-NoiseCarrier.wav;Adrien_me~;3;4
350;Adrien_me~-22bands-fc-128-NoiseCarrier.wav;Adrien_me~;4;1
351;Adrien_ni-4bands-fc-128-NoiseCarrier.wav;Adrien_ni;1;2
352;Adrien_ni-8bands-fc-128-NoiseCarrier.wav;Adrien_ni;2;3
353;Adrien_ni-12bands-fc-128-NoiseCarrier.wav;Adrien_ni;3;1
354;Adrien_ni-16bands-fc-128-NoiseCarrier.wav;Adrien_ni;4;2
355;Adrien_ni-22bands-fc-128-NoiseCarrier.wav;Adrien_ni;5;3
356;Adrien_ne1-4bands-fc-128-NoiseCarrier.wav;Adrien_ne1;2;4
357;Adrien_ne1-8bands-fc-128-NoiseCarrier.wav;Adrien_ne1;3;2
358;Adrien_ne1-12bands-fc-128-NoiseCarrier.wav;Adrien_ne1;4;3
359;Adrien_ne1-16bands-fc-128-NoiseCarrier.wav;Adrien_ne1;5;4
360;Adrien_ne1-22bands-fc-128-NoiseCarrier.wav;Adrien_ne1;1;1
361;Adrien_na-4bands-fc-128-NoiseCarrier.wav;Adrien_na;3;3
362;Adrien_na-8bands-fc-128-NoiseCarrier.wav;Adrien_na;4;4
363;Adrien_na-12bands-fc-128-NoiseCarrier.wav;Adrien_na;5;1
364;Adrien_na-16bands-fc-128-NoiseCarrier.wav;Adrien_na;1;2
365;Adrien_na-22bands-fc-128-NoiseCarrier.wav;Adrien_na;2;4
366;Adrien_ny-4bands-fc-128-NoiseCarrier.wav;Adrien_ny;4;1
367;Adrien_ny-8bands-fc-128-NoiseCarrier.wav;Adrien_ny;5;2
368;Adrien_ny-12bands-fc-128-NoiseCarrier.wav;Adrien_ny;1;3
369;Adrien_ny-16bands-fc-128-NoiseCarrier.wav;Adrien_ny;2;1
370;Adrien_ny-22bands-fc-128-NoiseCarrier.wav;Adrien_ny;3;2
371;Adrien_n2-4bands-fc-128-NoiseCarrier.wav;Adrien_n2;5;3
372;Adrien_n2-8bands-fc-128-NoiseCarrier.wav;Adrien_n2;1;4
373;Adrien_n2-12bands-fc-128-NoiseCarrier.wav;Adrien_n2;2;2
374;Adrien_n2-16bands-fc-128-NoiseCarrier.wav;Adrien_n2;3;3
375;Adrien_n2-22bands-fc-128-NoiseCarrier.wav;Adrien_n2;4;4
376;Adrien_nu-4bands-fc-128-NoiseCarrier.wav;Adrien_nu;1;1
377;Adrien_nu-8bands-fc-128-NoiseCarrier.wav;Adrien_nu;2;3
378;Adrien_nu-12bands-fc-128-NoiseCarrier.wav;Adrien_nu;3;4
379;Adrien_nu-16bands-fc-128-NoiseCarrier.wav;Adrien_nu;4;1
380;Adrien_nu-22bands-fc-128-NoiseCarrier.wav;Adrien_nu;5;2
381;Adrien_no1-4bands-fc-128-NoiseCarrier.wav;Adrien_no1;2;4
382;Adrien_no1-8bands-fc-128-NoiseCarrier.wav;Adrien_no1;3;1
383;Adrien_no1-12bands-fc-128-NoiseCarrier.wav;Adrien_no1;4;2
384;Adrien_no1-16bands-fc-128-NoiseCarrier.wav;Adrien_no1;5;3
385;Adrien_no1-22bands-fc-128-NoiseCarrier.wav;Adrien_no1;1;1
386;Adrien_na~-4bands-fc-128-NoiseCarrier.wav;Adrien_na~;3;2
387;Adrien_na~-8bands-fc-128-NoiseCarrier.wav;Adrien_na~;4;3
388;Adrien_na~-12bands-fc-128-NoiseCarrier.wav;Adrien_na~;5;4
389;Adrien_na~-16bands-fc-128-NoiseCarrier.wav;Adrien_na~;1;2
390;Adrien_na~-22bands-fc-128-NoiseCarrier.wav;Adrien_na~;2;3
391;Adrien_no~-4bands-fc-128-NoiseCarrier.wav;Adrien_no~;4;4
392;Adrien_no~-8bands-fc-128-NoiseCarrier.wav;Adrien_no~;5;1
393;Adrien_no~-12bands-fc-128-NoiseCarrier.wav;Adrien_no~;1;3
394;Adrien_no~-16bands-fc-128-NoiseCarrier.wav;Adrien_no~;2;4
395;Adrien_no~-22bands-fc-128-NoiseCarrier.wav;Adrien_no~;3;1
396;Adrien_ne~-4bands-fc-128-NoiseCarrier.wav;Adrien_ne~;5;2
397;Adrien_ne~-8bands-fc-128-NoiseCarrier.wav;Adrien_ne~;1;4
398;Adrien_ne~-12bands-fc-128-NoiseCarrier.wav;Adrien_ne~;2;1
399;Adrien_ne~-16bands-fc-128-NoiseCarrier.wav;Adrien_ne~;3;2
400;Adrien_ne~-22bands-fc-128-NoiseCarrier.wav;Adrien_ne~;4;3
401;Julien_bi-4bands-fc-128-NoiseCarrier.wav;Julien_bi;2;2
402;Julien_bi-8bands-fc-128-NoiseCarrier.wav;Julien_bi;3;3
403;Julien_bi-12bands-fc-128-NoiseCarrier.wav;Julien_bi;4;4
404;Julien_bi-16bands-fc-128-NoiseCarrier.wav;Julien_bi;5;1
405;Julien_bi-22bands-fc-128-NoiseCarrier.wav;Julien_bi;1;3
406;Julien_be-4bands-fc-128-NoiseCarrier.wav;Julien_be;3;4
407;Julien_be-8bands-fc-128-NoiseCarrier.wav;Julien_be;4;1
408;Julien_be-12bands-fc-128-NoiseCarrier.wav;Julien_be;5;2
409;Julien_be-16bands-fc-128-NoiseCarrier.wav;Julien_be;1;4
410;Julien_be-22bands-fc-128-NoiseCarrier.wav;Julien_be;2;1
411;Julien_ba-4bands-fc-128-NoiseCarrier.wav;Julien_ba;4;2
412;Julien_ba-8bands-fc-128-NoiseCarrier.wav;Julien_ba;5;3
413;Julien_ba-12bands-fc-128-NoiseCarrier.wav;Julien_ba;1;1
414;Julien_ba-16bands-fc-128-NoiseCarrier.wav;Julien_ba;2;2
415;Julien_ba-22bands-fc-128-NoiseCarrier.wav;Julien_ba;3;3
416;Julien_by-4bands-fc-128-NoiseCarrier.wav;Julien_by;5;4
417;Julien_by-8bands-fc-128-NoiseCarrier.wav;Julien_by;1;2
418;Julien_by-12bands-fc-128-NoiseCarrier.wav;Julien_by;2;3
419;Julien_by-16bands-fc-128-NoiseCarrier.wav;Julien_by;3;4
420;Julien_by-22bands-fc-128-NoiseCarrier.wav;Julien_by;4;1
421;Julien_b2-4bands-fc-128-NoiseCarrier.wav;Julien_b2;1;3
422;Julien_b2-8bands-fc-128-NoiseCarrier.wav;Julien_b2;2;4
423;Julien_b2-12bands-fc-128-NoiseCarrier.wav;Julien_b2;3;1
424;Julien_b2-16bands-fc-128-NoiseCarrier.wav;Julien_b2;4;2
425;Julien_b2-22bands-fc-128-NoiseCarrier.wav;Julien_b2;5;4
426;Julien_bu-4bands-fc-128-NoiseCarrier.wav;Julien_bu;2;1
427;Julien_bu-8bands-fc-128-NoiseCarrier.wav;Julien_bu;3;2
428;Julien_bu-12bands-fc-128-NoiseCarrier.wav;Julien_bu;4;3
429;Julien_bu-16bands-fc-128-NoiseCarrier.wav;Julien_bu;5;1
430;Julien_bu-22bands-fc-128-NoiseCarrier.wav;Julien_bu;1;2
431;Julien_bo1-4bands-fc-128-NoiseCarrier.wav;Julien_bo1;3;3
432;Julien_bo1-8bands-fc-128-NoiseCarrier.wav;Julien_bo1;4;4
433;Julien_bo1-12bands-fc-128-NoiseCarrier.wav;Julien_bo1;5;2
434;Julien_bo1-16bands-fc-128-NoiseCarrier.wav;Julien_bo1;1;3
435;Julien_bo1-22bands-fc-128-NoiseCarrier.wav;Julien_bo1;2;4
436;Julien_ba~-4bands-fc-128-NoiseCarrier.wav;Julien_ba~;4;1
437;Julien_ba~-8bands-fc-128-NoiseCarrier.wav;Julien_ba~;5;3
438;Julien_ba~-12bands-fc-128-NoiseCarrier.wav;Julien_ba~;1;4
439;Julien_ba~-16bands-fc-128-NoiseCarrier.wav;Julien_ba~;2;1
440;Julien_ba~-22bands-fc-128-NoiseCarrier.wav;Julien_ba~;3;2
441;Julien_bo~-4bands-fc-128-NoiseCarrier.wav;Julien_bo~;5;4
442;Julien_bo~-8bands-fc-128-NoiseCarrier.wav;Julien_bo~;1;1
443;Julien_bo~-12bands-fc-128-NoiseCarrier.wav;Julien_bo~;2;2
444;Julien_bo~-16bands-fc-128-NoiseCarrier.wav;Julien_bo~;3;3
445;Julien_bo~-22bands-fc-128-NoiseCarrier.wav;Julien_bo~;4;1
446;Julien_be~-4bands-fc-128-NoiseCarrier.wav;Julien_be~;1;2
447;Julien_be~-8bands-fc-128-NoiseCarrier.wav;Julien_be~;2;3
448;Julien_be~-12bands-fc-128-NoiseCarrier.wav;Julien_be~;3;4
449;Julien_be~-16bands-fc-128-NoiseCarrier.wav;Julien_be~;4;2
450;Julien_be~-22bands-fc-128-NoiseCarrier.wav;Julien_be~;5;3
451;Julien_di-4bands-fc-128-NoiseCarrier.wav;Julien_di;2;4
452;Julien_di-8bands-fc-128-NoiseCarrier.wav;Julien_di;3;1
453;Julien_di-12bands-fc-128-NoiseCarrier.wav;Julien_di;4;3
454;Julien_di-16bands-fc-128-NoiseCarrier.wav;Julien_di;5;4
455;Julien_di-22bands-fc-128-NoiseCarrier.wav;Julien_di;1;1
456;Julien_de1-4bands-fc-128-NoiseCarrier.wav;Julien_de1;3;2
457;Julien_de1-8bands-fc-128-NoiseCarrier.wav;Julien_de1;4;4
458;Julien_de1-12bands-fc-128-NoiseCarrier.wav;Julien_de1;5;1
459;Julien_de1-16bands-fc-128-NoiseCarrier.wav;Julien_de1;1;2
460;Julien_de1-22bands-fc-128-NoiseCarrier.wav;Julien_de1;2;3
461;Julien_da-4bands-fc-128-NoiseCarrier.wav;Julien_da;4;1
462;Julien_da-8bands-fc-128-NoiseCarrier.wav;Julien_da;5;2
463;Julien_da-12bands-fc-128-NoiseCarrier.wav;Julien_da;1;3
464;Julien_da-16bands-fc-128-NoiseCarrier.wav;Julien_da;2;4
465;Julien_da-22bands-fc-128-NoiseCarrier.wav;Julien_da;3;2
466;Julien_dy-4bands-fc-128-NoiseCarrier.wav;Julien_dy;5;3
467;Julien_dy-8bands-fc-128-NoiseCarrier.wav;Julien_dy;1;4
468;Julien_dy-12bands-fc-128-NoiseCarrier.wav;Julien_dy;2;1
469;Julien_dy-16bands-fc-128-NoiseCarrier.wav;Julien_dy;3;3
470;Julien_dy-22bands-fc-128-NoiseCarrier.wav;Julien_dy;4;4
471;Julien_d2-4bands-fc-128-NoiseCarrier.wav;Julien_d2;1;1
472;Julien_d2-8bands-fc-128-NoiseCarrier.wav;Julien_d2;2;2
473;Julien_d2-12bands-fc-128-NoiseCarrier.wav;Julien_d2;3;4
474;Julien_d2-16bands-fc-128-NoiseCarrier.wav;Julien_d2;4;1
475;Julien_d2-22bands-fc-128-NoiseCarrier.wav;Julien_d2;5;2
476;Julien_du-4bands-fc-128-NoiseCarrier.wav;Julien_du;2;3
477;Julien_du-8bands-fc-128-NoiseCarrier.wav;Julien_du;3;1
478;Julien_du-12bands-fc-128-NoiseCarrier.wav;Julien_du;4;2
479;Julien_du-16bands-fc-128-NoiseCarrier.wav;Julien_du;5;3
480;Julien_du-22bands-fc-128-NoiseCarrier.wav;Julien_du;1;4
481;Julien_do-4bands-fc-128-NoiseCarrier.wav;Julien_do;3;2
482;Julien_do-8bands-fc-128-NoiseCarrier.wav;Julien_do;4;3
483;Julien_do-12bands-fc-128-NoiseCarrier.wav;Julien_do;5;4
484;Julien_do-16bands-fc-128-NoiseCarrier.wav;Julien_do;1;1
485;Julien_do-22bands-fc-128-NoiseCarrier.wav;Julien_do;2;3
486;Julien_da~-4bands-fc-128-NoiseCarrier.wav;Julien_da~;4;4
487;Julien_da~-8bands-fc-128-NoiseCarrier.wav;Julien_da~;5;1
488;Julien_da~-12bands-fc-128-NoiseCarrier.wav;Julien_da~;1;2
489;Julien_da~-16bands-fc-128-NoiseCarrier.wav;Julien_da~;2;4
490;Julien_da~-22bands-fc-128-NoiseCarrier.wav;Julien_da~;3;1
491;Julien_do~-4bands-fc-128-NoiseCarrier.wav;Julien_do~;5;2
492;Julien_do~-8bands-fc-128-NoiseCarrier.wav;Julien_do~;1;3
493;Julien_do~-12bands-fc-128-NoiseCarrier.wav;Julien_do~;2;1
494;Julien_do~-16bands-fc-128-NoiseCarrier.wav;Julien_do~;3;2
495;Julien_do~-22bands-fc-128-NoiseCarrier.wav;Julien_do~;4;3
496;Julien_de~-4bands-fc-128-NoiseCarrier.wav;Julien_de~;1;4
497;Julien_de~-8bands-fc-128-NoiseCarrier.wav;Julien_de~;2;2
498;Julien_de~-12bands-fc-128-NoiseCarrier.wav;Julien_de~;3;3
499;Julien_de~-16bands-fc-128-NoiseCarrier.wav;Julien_de~;4;4
500;Julien_de~-22bands-fc-128-NoiseCarrier.wav;Julien_de~;5;1
501;Julien_gi-4bands-fc-128-NoiseCarrier.wav;Julien_gi;2;3
502;Julien_gi-8bands-fc-128-NoiseCarrier.wav;Julien_gi;3;4
503;Julien_gi-12bands-fc-128-NoiseCarrier.wav;Julien_gi;4;1
504;Julien_gi-16bands-fc-128-NoiseCarrier.wav;Julien_gi;5;2
505;Julien_gi-22bands-fc-128-NoiseCarrier.wav;Julien_gi;1;4
506;Julien_ge-4bands-fc-128-NoiseCarrier.wav;Julien_ge;3;1
507;Julien_ge-8bands-fc-128-NoiseCarrier.wav;Julien_ge;4;2
508;Julien_ge-12bands-fc-128-NoiseCarrier.wav;Julien_ge;5;3
509;Julien_ge-16bands-fc-128-NoiseCarrier.wav;Julien_ge;1;1
510;Julien_ge-22bands-fc-128-NoiseCarrier.wav;Julien_ge;2;2
511;Julien_ga-4bands-fc-128-NoiseCarrier.wav;Julien_ga;4;3
512;Julien_ga-8bands-fc-128-NoiseCarrier.wav;Julien_ga;5;4
513;Julien_ga-12bands-fc-128-NoiseCarrier.wav;Julien_ga;1;2
514;Julien_ga-16bands-fc-128-NoiseCarrier.wav;Julien_ga;2;3
515;Julien_ga-22bands-fc-128-NoiseCarrier.wav;Julien_ga;3;4
516;Julien_gy-4bands-fc-128-NoiseCarrier.wav;Julien_gy;5;1
517;Julien_gy-8bands-fc-128-NoiseCarrier.wav;Julien_gy;1;3
518;Julien_gy-12bands-fc-128-NoiseCarrier.wav;Julien_gy;2;4
519;Julien_gy-16bands-fc-128-NoiseCarrier.wav;Julien_gy;3;1
520;Julien_gy-22bands-fc-128-NoiseCarrier.wav;Julien_gy;4;2
521;Julien_g2-4bands-fc-128-NoiseCarrier.wav;Julien_g2;1;4
522;Julien_g2-8bands-fc-128-NoiseCarrier.wav;Julien_g2;2;1
523;Julien_g2-12bands-fc-128-NoiseCarrier.wav;Julien_g2;3;2
524;Julien_g2-16bands-fc-128-NoiseCarrier.wav;Julien_g2;4;3
525;Julien_g2-22bands-fc-128-NoiseCarrier.wav;Julien_g2;5;1
526;Julien_gu-4bands-fc-128-NoiseCarrier.wav;Julien_gu;2;2
527;Julien_gu-8bands-fc-128-NoiseCarrier.wav;Julien_gu;3;3
528;Julien_gu-12bands-fc-128-NoiseCarrier.wav;Julien_gu;4;4
529;Julien_gu-16bands-fc-128-NoiseCarrier.wav;Julien_gu;5;2
530;Julien_gu-22bands-fc-128-NoiseCarrier.wav;Julien_gu;1;3
531;Julien_go-4bands-fc-128-NoiseCarrier.wav;Julien_go;3;4
532;Julien_go-8bands-fc-128-NoiseCarrier.wav;Julien_go;4;1
533;Julien_go-12bands-fc-128-NoiseCarrier.wav;Julien_go;5;3
534;Julien_go-16bands-fc-128-NoiseCarrier.wav;Julien_go;1;4
535;Julien_go-22bands-fc-128-NoiseCarrier.wav;Julien_go;2;1
536;Julien_ga~-4bands-fc-128-NoiseCarrier.wav;Julien_ga~;4;2
537;Julien_ga~-8bands-fc-128-NoiseCarrier.wav;Julien_ga~;5;4
538;Julien_ga~-12bands-fc-128-NoiseCarrier.wav;Julien_ga~;1;1
539;Julien_ga~-16bands-fc-128-NoiseCarrier.wav;Julien_ga~;2;2
540;Julien_ga~-22bands-fc-128-NoiseCarrier.wav;Julien_ga~;3;3
541;Julien_go~-4bands-fc-128-NoiseCarrier.wav;Julien_go~;5;1
